Nitrogen,Phosphorus,Potassium,pH,Rainfall,Temperature,Fertilizer,Needed_Humidity,Crop,Days_to_Harvest
20,10,14,6,600,25,SSP,60,Moong,80
44,20,20,6.5,400,25,MOP,60,Moong,78
45,20,25,6.5,400,25,Sulphur,60,Moong,78
30,20,14,7,800,35,MOP,60,Moong,80
50,20,21,6.5,400,25,Magnesium Sulphate,60,Moong,77
24,15,5,6.5,700,30,Magnesium Sulphate,60,Moong,81
30,10,7,6,600,25,MOP,60,Moong,81
40,30,30,7.5,600,35,MOP,60,Moong,78
70,40,30,7,700,35,MOP,60,Moong,80
63,35,20,6.5,600,30,SSP,60,Moong,77
27,15,7,6.5,700,30,Magnesium Sulphate,60,Moong,80
50,30,28,7.5,600,35,MOP,60,Moong,77
30,15,8,6.5,700,30,SSP,60,Moong,80
45,20,27,6.5,400,25,Sulphur,60,Moong,79
41,25,25,7,500,30,MOP,60,Moong,77
45,20,20,6.5,400,25,MOP,60,Moong,78
62,30,25,6,500,25,Urea,60,Moong,78
77,40,20,7,700,35,Urea,60,Moong,79
69,35,29,6.5,600,30,Sulphur,60,Moong,78
63,35,21,6.5,600,30,Magnesium Sulphate,60,Moong,77
46,30,30,7.5,600,35,MOP,60,Moong,77
80,40,26,7,700,35,Magnesium Sulphate,60,Moong,80
44,20,30,6.5,400,25,SSP,60,Moong,79
40,20,21,6.5,400,25,Magnesium Sulphate,60,Moong,78
68,40,30,7,700,35,MOP,60,Moong,80
76,30,25,6,500,25,Urea,60,Moong,78
70,35,25,6.5,600,30,MOP,60,Moong,78
24,10,14,6,600,25,SSP,60,Moong,80
27,20,15,7,800,35,MOP,60,Moong,80
44,25,20,7,500,30,SSP,60,Moong,76
47,30,25,7.5,600,35,SSP,60,Moong,77
28,10,15,6,600,25,SSP,60,Moong,80
73,30,20,6,500,25,MOP,60,Moong,78
76,30,20,6,500,25,MOP,60,Moong,78
60,40,20,7,700,35,Sulphur,60,Moong,78
70,30,22,6,500,25,SSP,60,Moong,78
20,20,15,7,800,35,MOP,60,Moong,80
65,40,21,7,700,35,Sulphur,60,Moong,78
46,20,21,6.5,400,25,MOP,60,Moong,78
80,35,25,6.5,600,30,MOP,60,Moong,78
26,10,8,6,600,25,SSP,60,Moong,81
73,40,21,7,700,35,Sulphur,60,Moong,79
60,30,25,6,500,25,Urea,60,Moong,77
77,40,27,7,700,35,Magnesium Sulphate,60,Moong,80
44,20,20,6.5,400,25,MOP,60,Moong,78
60,30,30,6,500,25,SSP,60,Moong,78
70,40,24,7,700,35,SSP,60,Moong,79
48,20,23,6.5,400,25,Sulphur,60,Moong,78
20,15,11,6.5,700,30,MOP,60,Moong,80
20,20,9,7,800,35,SSP,60,Moong,81
45,20,23,6.5,400,25,Sulphur,60,Moong,78
61,30,25,6,500,25,Urea,60,Moong,78
64,40,25,7,700,35,SSP,60,Moong,79
44,30,30,7.5,600,35,MOP,60,Moong,78
60,40,25,7,700,35,Magnesium Sulphate,60,Moong,79
23,15,6,6.5,700,30,Magnesium Sulphate,60,Moong,81
71,35,25,6.5,600,30,MOP,60,Moong,78
27,10,12,6,600,25,SSP,60,Moong,80
45,30,30,7.5,600,35,MOP,60,Moong,78
45,30,20,7.5,600,35,Sulphur,60,Moong,76
80,30,21,6,500,25,Magnesium Sulphate,60,Moong,78
47,30,27,7.5,600,35,MOP,60,Moong,77
21,20,5,7,800,35,Urea,60,Moong,81
60,40,24,7,700,35,SSP,60,Moong,78
40,20,29,6.5,400,25,Magnesium Sulphate,60,Moong,79
74,40,20,7,700,35,Urea,60,Moong,79
78,40,30,7,700,35,MOP,60,Moong,80
70,30,28,6,500,25,SSP,60,Moong,78
45,25,26,7,500,30,Magnesium Sulphate,60,Moong,77
22,10,10,6,600,25,Urea,60,Moong,81
60,40,25,7,700,35,Magnesium Sulphate,60,Moong,79
45,20,20,6.5,400,25,MOP,60,Moong,78
63,30,21,6,500,25,Magnesium Sulphate,60,Moong,77
47,20,22,6.5,400,25,Magnesium Sulphate,60,Moong,78
28,15,11,6.5,700,30,Magnesium Sulphate,60,Moong,80
23,10,13,6,600,25,SSP,60,Moong,80
48,30,30,7.5,600,35,MOP,60,Moong,77
29,15,5,6.5,700,30,Magnesium Sulphate,60,Moong,80
43,30,20,7.5,600,35,Urea,60,Moong,76
40,25,24,7,500,30,MOP,60,Moong,77
44,25,20,7,500,30,SSP,60,Moong,76
40,30,25,7.5,600,35,Magnesium Sulphate,60,Moong,77
25,10,11,6,600,25,Sulphur,60,Moong,80
79,30,20,6,500,25,MOP,60,Moong,78
64,30,20,6,500,25,MOP,60,Moong,77
30,10,12,6,600,25,Sulphur,60,Moong,80
28,20,11,7,800,35,Magnesium Sulphate,60,Moong,80
27,15,5,6.5,700,30,SSP,60,Moong,81
77,35,25,6.5,600,30,MOP,60,Moong,78
30,20,14,7,800,35,MOP,60,Moong,80
61,40,30,7,700,35,MOP,60,Moong,79
42,25,27,7,500,30,Magnesium Sulphate,60,Moong,77
45,30,29,7.5,600,35,MOP,60,Moong,77
70,30,26,6,500,25,Sulphur,60,Moong,78
20,20,10,7,800,35,Magnesium Sulphate,60,Moong,81
30,20,9,7,800,35,SSP,60,Moong,80
60,35,26,6.5,600,30,Magnesium Sulphate,60,Moong,77
60,30,24,6,500,25,Sulphur,60,Moong,77
67,30,25,6,500,25,Urea,60,Moong,78
76,30,21,6,500,25,Magnesium Sulphate,60,Moong,78
75,35,20,6.5,600,30,SSP,60,Moong,77
71,30,20,6,500,25,MOP,60,Moong,78
61,35,30,6.5,600,30,Urea,60,Moong,78
20,20,5,7,800,35,Urea,60,Moong,81
21,10,8,6,600,25,SSP,60,Moong,81
22,15,15,6.5,700,30,Urea,60,Moong,79
44,30,20,7.5,600,35,Urea,60,Moong,76
50,30,20,7.5,600,35,Sulphur,60,Moong,76
49,30,30,7.5,600,35,MOP,60,Moong,77
75,35,27,6.5,600,30,Magnesium Sulphate,60,Moong,78
78,30,28,6,500,25,SSP,60,Moong,79
29,10,5,6,600,25,MOP,60,Moong,81
70,35,28,6.5,600,30,SSP,60,Moong,78
60,30,20,6,500,25,MOP,60,Moong,77
65,35,23,6.5,600,30,MOP,60,Moong,77
60,35,20,6.5,600,30,Magnesium Sulphate,60,Moong,77
40,30,29,7.5,600,35,MOP,60,Moong,78
41,25,30,7,500,30,Urea,60,Moong,78
77,40,22,7,700,35,SSP,60,Moong,79
20,20,14,7,800,35,MOP,60,Moong,80
62,40,27,7,700,35,MOP,60,Moong,79
20,10,11,6,600,25,Magnesium Sulphate,60,Moong,81
27,15,7,6.5,700,30,Magnesium Sulphate,60,Moong,80
63,35,28,6.5,600,30,SSP,60,Moong,78
40,25,29,7,500,30,Sulphur,60,Moong,78
60,40,25,7,700,35,Magnesium Sulphate,60,Moong,79
61,30,20,6,500,25,MOP,60,Moong,77
40,20,21,6.5,400,25,MOP,60,Moong,78
65,35,20,6.5,600,30,SSP,60,Moong,77
63,40,25,7,700,35,SSP,60,Moong,79
69,30,24,6,500,25,Sulphur,60,Moong,78
76,35,20,6.5,600,30,SSP,60,Moong,77
64,30,25,6,500,25,Urea,60,Moong,78
71,30,30,6,500,25,SSP,60,Moong,79
30,20,13,7,800,35,MOP,60,Moong,80
67,30,30,6,500,25,SSP,60,Moong,79
22,15,12,6.5,700,30,Magnesium Sulphate,60,Moong,80
78,35,30,6.5,600,30,Urea,60,Moong,79
46,20,26,6.5,400,25,Sulphur,60,Moong,78
74,40,24,7,700,35,SSP,60,Moong,79
49,30,24,7.5,600,35,SSP,60,Moong,76
46,20,20,6.5,400,25,MOP,60,Moong,78
80,35,24,6.5,600,30,MOP,60,Moong,78
68,35,25,6.5,600,30,MOP,60,Moong,77
20,10,15,6,600,25,SSP,60,Moong,80
75,40,30,7,700,35,MOP,60,Moong,80
68,40,25,7,700,35,SSP,60,Moong,79
22,15,7,6.5,700,30,MOP,60,Moong,81
29,20,10,7,800,35,Magnesium Sulphate,60,Moong,80
21,20,10,7,800,35,SSP,60,Moong,81
43,20,30,6.5,400,25,SSP,60,Moong,79
70,35,22,6.5,600,30,MOP,60,Moong,77
63,30,20,6,500,25,MOP,60,Moong,77
66,35,30,6.5,600,30,Urea,60,Moong,78
69,30,29,6,500,25,SSP,60,Moong,79
24,20,10,7,800,35,SSP,60,Moong,80
30,10,5,6,600,25,MOP,60,Moong,81
70,30,22,6,500,25,SSP,60,Moong,78
47,25,20,7,500,30,SSP,60,Moong,76
48,20,30,6.5,400,25,SSP,60,Moong,79
67,35,20,6.5,600,30,SSP,60,Moong,77
45,25,20,7,500,30,Magnesium Sulphate,60,Moong,76
44,20,20,6.5,400,25,MOP,60,Moong,78
42,25,27,7,500,30,SSP,60,Moong,77
21,10,5,6,600,25,MOP,60,Moong,81
50,25,22,7,500,30,Magnesium Sulphate,60,Moong,76
45,20,30,6.5,400,25,SSP,60,Moong,79
70,40,26,7,700,35,Magnesium Sulphate,60,Moong,79
60,40,23,7,700,35,SSP,60,Moong,78
61,40,30,7,700,35,MOP,60,Moong,79
48,20,23,6.5,400,25,SSP,60,Moong,78
40,20,25,6.5,400,25,Sulphur,60,Moong,79
60,35,23,6.5,600,30,MOP,60,Moong,77
50,20,29,6.5,400,25,SSP,60,Moong,79
40,25,29,7,500,30,Sulphur,60,Moong,78
30,15,6,6.5,700,30,Magnesium Sulphate,60,Moong,80
25,20,14,7,800,35,MOP,60,Moong,80
30,10,9,6,600,25,Sulphur,60,Moong,80
21,20,15,7,800,35,MOP,60,Moong,80
70,35,22,6.5,600,30,MOP,60,Moong,77
80,30,22,6,500,25,MOP,60,Moong,78
70,35,20,6.5,600,30,Magnesium Sulphate,60,Moong,77
67,35,20,6.5,600,30,SSP,60,Moong,77
75,30,27,6,500,25,Sulphur,60,Moong,79
68,30,21,6,500,25,Magnesium Sulphate,60,Moong,77
20,20,10,7,800,35,Magnesium Sulphate,60,Moong,81
48,20,20,6.5,400,25,MOP,60,Moong,78
60,30,23,6,500,25,SSP,60,Moong,77
75,40,25,7,700,35,Magnesium Sulphate,60,Moong,79
76,35,30,6.5,600,30,Urea,60,Moong,79
75,30,21,6,500,25,Magnesium Sulphate,60,Moong,78
61,35,23,6.5,600,30,MOP,60,Moong,77
78,30,25,6,500,25,Urea,60,Moong,78
69,30,20,6,500,25,MOP,60,Moong,77
24,15,14,6.5,700,30,Sulphur,60,Moong,79
47,30,20,7.5,600,35,Urea,60,Moong,76
107,40,60,6,1200,35,Urea,75,Rice,124
110,60,54,6.5,900,35,Sulphur,75,Rice,124
113,60,45,7,1200,35,Urea,75,Rice,124
95,57,56,6,1000,21,Urea,75,Rice,124
110,40,60,6,1200,35,Urea,75,Rice,124
81,40,60,6,1200,35,Urea,75,Rice,124
110,45,49,7,1000,25,50:26:26 NPK,75,Rice,123
25,25,39,6.487845525,700,25,50:26:26 NPK,75,Rice,129
89,45,50,7,1000,25,50:26:26 NPK,75,Rice,122
85,54,50,7.5,1500,35,Urea,75,Rice,123
84,55,55,7.5,1300,25,Urea,75,Rice,123
110,50,54,5.5,700,35,Urea,75,Rice,124
30,20,25,6.003517602,800,30,Urea,75,Rice,130
100,50,55,5.5,700,40,50:26:26 NPK,75,Rice,125
110,40,60,6,1200,35,Urea,75,Rice,124
89,40,55,7.5,1300,25,50:26:26 NPK,75,Rice,123
32,25,40,6.5,700,25,50:26:26 NPK,75,Rice,129
116,50,50,5.5,700,35,Urea,75,Rice,124
110,56,56,6,1000,21,Urea,75,Rice,124
85,55,55,7.5,1300,25,Urea,75,Rice,123
116,55,50,6,800,40,Urea,75,Rice,125
109,55,60,6,800,35,50:26:26 NPK,75,Rice,125
100,55,40,6.5,1100,30,Urea,75,Rice,122
90,60,60,6,1400,30,Urea,75,Rice,124
111,50,45,7,1400,30,Urea,75,Rice,123
115,45,60,6,1400,30,50:26:26 NPK,75,Rice,124
110,45,45,6.5,1100,30,Urea,75,Rice,122
120,49,46,6.955656753,1300,25,Urea,75,Rice,123
118,46,41,6.5,1500,35,50:26:26 NPK,75,Rice,125
112,50,50,5.5,700,35,Urea,75,Rice,124
25,20,25,6,800,30,Urea,75,Rice,130
94,45,45,6.5,1100,30,Urea,75,Rice,121
86,50,60,6,1000,25,Urea,75,Rice,123
112,60,45,7,1200,35,Urea,75,Rice,124
84,45,49,7,1000,25,50:26:26 NPK,75,Rice,122
119,60,50,7.5,1100,30,50:26:26 NPK,75,Rice,123
84,50,55,7.5,1100,30,50:26:26 NPK,75,Rice,121
106,55,53,6,800,40,Urea,75,Rice,125
82,50,52,7.5,1500,35,Urea,75,Rice,123
93,50,40,6.5,1500,35,50:26:26 NPK,75,Rice,123
25,25,39,6.31379502,700,25,50:26:26 NPK,75,Rice,129
109,45,60,6,1400,30,50:26:26 NPK,75,Rice,123
118,40,50,7,1400,30,Urea,75,Rice,123
106,45,60,6,1400,30,50:26:26 NPK,75,Rice,123
93,55,60,6,1200,35,50:26:26 NPK,75,Rice,123
105,55,50,7.5,1500,35,Urea,75,Rice,124
88,60,45,7,1200,35,Urea,75,Rice,123
101,60,58,6.5,900,35,Urea,75,Rice,124
96,45,40,6.5,1300,25,Urea,75,Rice,123
105,55,54,6,800,40,Urea,75,Rice,125
88,40,50,7,1400,30,Urea,75,Rice,122
24,20,25,6,800,30,Urea,75,Rice,130
95,60,45,7,1200,35,Urea,75,Rice,123
25,23,31,6.311768317,1000,30,50:26:26 NPK,75,Rice,128
91,60,55,6,1000,20,Urea,75,Rice,124
80,60,60,6,1400,30,Urea,75,Rice,124
80,60,40,6.5,1300,25,50:26:26 NPK,75,Rice,124
107,50,50,7,1200,35,Urea,75,Rice,122
28,16,23,5.690445428,700,25,Urea,75,Rice,132
89,45,45,6.5,1100,30,Urea,75,Rice,121
111,50,60,6,1000,25,Urea,75,Rice,124
111,55,50,6,800,40,Urea,75,Rice,125
85,52,55,6.46869316,1200,35,Ferrous Sulphate,75,Rice,122
109,40,55,7.5,1300,25,50:26:26 NPK,75,Rice,124
113,55,53,6,800,40,Urea,75,Rice,125
25,30,40,5.5,900,25,Sulphur,75,Rice,128
115,60,60,6.5,900,35,Urea,75,Rice,125
115,45,60,6,1400,30,50:26:26 NPK,75,Rice,124
114,50,60,5.5,700,35,Urea,75,Rice,125
100,60,50,6.5,900,40,50:26:26 NPK,75,Rice,124
117,50,47,7,1000,25,50:26:26 NPK,75,Rice,123
116,50,60,6,1000,25,Urea,75,Rice,124
24,29,39,5.55523427,900,25,Urea,75,Rice,128
94,40,40,6,1000,25,Urea,75,Rice,123
88,40,60,6,1200,35,Urea,75,Rice,123
117,50,55,5.5,700,40,50:26:26 NPK,75,Rice,125
100,55,45,7,1000,25,50:26:26 NPK,75,Rice,123
99,55,45,7,1000,25,50:26:26 NPK,75,Rice,123
115,50,51,5.5,700,36,MOP,75,Rice,124
88,55,60,6,1200,35,50:26:26 NPK,75,Rice,123
110,46,53,6.671700684,1200,35,Urea,75,Rice,123
101,55,50,6,800,40,Urea,75,Rice,124
86,45,55,7.5,1500,35,Urea,75,Rice,124
104,60,60,6,1400,30,Urea,75,Rice,124
118,51,51,7.5,1500,35,Urea,75,Rice,124
29,20,40,6,900,25,50:26:26 NPK,75,Rice,129
88,40,40,6,1000,25,Urea,75,Rice,123
117,50,40,6.5,1500,35,50:26:26 NPK,75,Rice,125
105,53,40,6.5,1100,30,Urea,75,Rice,122
112,55,40,6.5,1100,30,Urea,75,Rice,123
95,54,57,6,1000,22,Urea,75,Rice,123
110,40,45,6.5,1500,35,50:26:26 NPK,75,Rice,124
117,50,60,5.5,700,35,Urea,75,Rice,125
80,60,55,6,1000,20,Urea,75,Rice,125
89,55,45,7,1000,25,50:26:26 NPK,75,Rice,123
86,50,50,7,1200,35,Urea,75,Rice,122
105,51,51,7.5,1500,35,Urea,75,Rice,124
92,55,55,7.5,1300,25,Urea,75,Rice,123
88,40,55,7.5,1300,25,50:26:26 NPK,75,Rice,123
105,60,50,7.5,1100,30,50:26:26 NPK,75,Rice,122
90,55,40,6.5,1100,30,Urea,75,Rice,122
101,40,40,6,1000,25,Urea,75,Rice,123
110,50,60,6,1000,25,Urea,75,Rice,124
30,28,36,5.892244045,700,25,50:26:26 NPK,75,Rice,129
80,55,53,6.437474922,1400,30,Urea,75,Rice,123
95,45,50,7,1000,25,50:26:26 NPK,75,Rice,122
90,56,51,7.5,1100,30,50:26:26 NPK,75,Rice,121
117,45,40,6.5,1300,25,Urea,75,Rice,124
33,18,27,5.891826506,700,25,Urea,75,Rice,131
23,18,26,5.801728609,700,25,Urea,75,Rice,132
86,50,55,7.5,1100,30,50:26:26 NPK,75,Rice,121
115,55,50,6,800,40,Urea,75,Rice,125
99,45,40,6.5,1300,25,Urea,75,Rice,123
80,41,49,7,1400,30,Urea,75,Rice,123
100,55,54,6,800,40,Urea,75,Rice,125
112,60,50,7.5,1100,30,50:26:26 NPK,75,Rice,123
102,45,40,6.5,1300,25,Urea,75,Rice,123
102,60,57,6.5,900,35,Urea,75,Rice,124
105,55,60,6,1200,35,50:26:26 NPK,75,Rice,124
92,60,60,6,1400,30,Urea,75,Rice,124
120,55,60,6,1400,30,MOP,75,Rice,124
83,56,46,7,1200,35,Urea,75,Rice,123
80,56,60,6,1400,30,Magnesium Sulphate,75,Rice,124
115,55,50,6,800,40,Urea,75,Rice,125
114,40,40,6,1000,25,Urea,75,Rice,124
88,55,45,7,1000,25,50:26:26 NPK,75,Rice,123
29,15,25,6.5,900,25,Urea,75,Rice,131
81,60,50,7.5,1100,30,50:26:26 NPK,75,Rice,122
28,28,36,5.859125255,700,25,50:26:26 NPK,75,Rice,129
84,40,40,6,1000,25,Urea,75,Rice,123
114,50,60,6,1000,25,Urea,75,Rice,124
103,45,60,6,1400,30,50:26:26 NPK,75,Rice,123
82,60,50,7.5,1100,30,50:26:26 NPK,75,Rice,122
96,60,50,7.5,1100,30,50:26:26 NPK,75,Rice,122
113,45,50,7,1000,25,50:26:26 NPK,75,Rice,123
110,60,60,6,1400,30,Urea,75,Rice,124
100,54,40,6.5,1100,30,Urea,75,Rice,122
30,28,40,5.584467532,900,25,SSP,75,Rice,128
115,42,48,7,1400,30,Urea,75,Rice,123
115,45,55,7.5,1500,35,Urea,75,Rice,124
80,50,40,6.5,1500,35,50:26:26 NPK,75,Rice,124
88,60,40,6.5,1300,25,50:26:26 NPK,75,Rice,124
117,50,60,5.5,700,35,Urea,75,Rice,125
116,60,40,6.5,1300,25,50:26:26 NPK,75,Rice,125
96,55,45,7,1000,25,50:26:26 NPK,75,Rice,123
92,55,50,7.5,1500,35,Urea,75,Rice,123
108,45,50,7,1000,25,50:26:26 NPK,75,Rice,123
110,50,60,6,1000,25,Urea,75,Rice,124
107,60,60,6,1400,30,Urea,75,Rice,124
83,40,55,7.5,1300,25,50:26:26 NPK,75,Rice,123
90,54,40,6.5,1100,30,Urea,75,Rice,122
86,60,60,6,1400,30,Urea,75,Rice,124
85,40,40,6,1000,25,Urea,75,Rice,123
109,55,45,7,1000,25,50:26:26 NPK,75,Rice,123
98,40,55,7.5,1300,25,50:26:26 NPK,75,Rice,123
118,50,60,5.5,700,35,Urea,75,Rice,125
115,52,48,7,1200,35,Urea,75,Rice,123
86,50,60,6,1000,25,Urea,75,Rice,123
110,52,51,7.5,1500,35,Urea,75,Rice,124
90,55,60,6,1200,35,50:26:26 NPK,75,Rice,123
92,55,45,7,1000,25,50:26:26 NPK,75,Rice,123
26,30,40,5.5,900,25,Urea,75,Rice,128
95,48,48,7,1000,25,50:26:26 NPK,75,Rice,122
112,55,60,6,800,35,50:26:26 NPK,75,Rice,125
111,40,40,6,1000,25,Urea,75,Rice,124
90,50,60,6,1000,25,Urea,75,Rice,123
83,47,46,7,1400,30,Urea,75,Rice,122
106,50,55,7.5,1100,30,50:26:26 NPK,75,Rice,122
80,51,54,7.5,1100,30,50:26:26 NPK,75,Rice,122
90,55,52,7.5,1100,30,50:26:26 NPK,75,Rice,121
120,52,40,6.5,1300,25,Ferrous Sulphate,75,Rice,124
114,55,50,7.5,1500,35,Urea,75,Rice,124
90,44,55,6.447412367,1200,35,Urea,75,Rice,122
94,55,60,6,1200,35,50:26:26 NPK,75,Rice,123
116,40,50,7,1400,30,Urea,75,Rice,123
82,55,60,6,1200,35,50:26:26 NPK,75,Rice,123
88,55,45,7,1000,25,50:26:26 NPK,75,Rice,123
80,40,50,7,1400,30,Urea,75,Rice,123
93,55,40,6.5,1100,30,Urea,75,Rice,122
82,60,50,7.5,1100,30,50:26:26 NPK,75,Rice,122
113,55,53,6,800,40,Urea,75,Rice,125
105,55,54,6,800,40,Urea,75,Rice,125
109,60,59,6.5,900,35,Urea,75,Rice,125
102,60,60,6.5,900,35,Urea,75,Rice,125
103,55,50,6,800,40,Urea,75,Rice,124
100,47,53,7.5,1500,35,Urea,75,Rice,123
27,27,37,5.998442199,700,25,50:26:26 NPK,75,Rice,129
95,55,50,7.5,1500,35,Urea,75,Rice,123
104,50,55,5.5,700,40,50:26:26 NPK,75,Rice,125
102,50,55,5.5,700,40,50:26:26 NPK,75,Rice,125
113,60,55,6,1000,20,Urea,75,Rice,125
114,60,40,6.5,1300,25,50:26:26 NPK,75,Rice,125
103,60,40,6.5,1300,25,50:26:26 NPK,75,Rice,124
87,50,40,6.5,1500,35,50:26:26 NPK,75,Rice,124
88,60,55,6,1000,20,Urea,75,Rice,124
110,60,56,6.5,900,35,Urea,75,Rice,125
95,50,52,7.5,1500,35,Urea,75,Rice,123
106,50,56,5.5,700,35,Urea,75,Rice,124
110,55,55,6,800,39,Sulphur,75,Rice,125
83,46,46,7,1400,30,Urea,75,Rice,122
112,50,50,7,1200,35,Urea,75,Rice,122
96,55,50,7.5,1500,35,Urea,75,Rice,123
106,55,50,7.5,1500,35,Urea,75,Rice,124
115,42,48,7,1400,30,Urea,75,Rice,123
96,40,50,7,1400,30,Urea,75,Rice,122
100,50,54,5.5,700,39,Ammonium Sulphate,75,Rice,124
100,55,51,6,800,40,Urea,75,Rice,124
104,55,50,7.5,1500,35,Urea,75,Rice,124
111,40,60,6,1200,35,Urea,75,Rice,124
100,60,55,6.5,900,35,Urea,75,Rice,124
102,40,45,6.5,1500,35,50:26:26 NPK,75,Rice,124
91,55,60,6,1200,35,50:26:26 NPK,75,Rice,123
90,60,55,6,1000,20,Urea,75,Rice,124
110,60,55,6.5,900,35,Urea,75,Rice,124
110,50,56,5.5,700,38,DAP,75,Rice,125
110,50,55,5.5,700,40,50:26:26 NPK,75,Rice,125
111,40,60,6,1200,35,Urea,75,Rice,124
119,45,60,6,1400,30,50:26:26 NPK,75,Rice,124
88,40,60,6,1200,35,Urea,75,Rice,123
85,46,54,7.5,1500,35,Urea,75,Rice,123
30,23,31,6.33432161,1000,30,50:26:26 NPK,75,Rice,128
29,15,20,5.5,700,25,Urea,75,Rice,132
114,60,40,6.5,1300,25,50:26:26 NPK,75,Rice,125
91,40,40,6,1000,25,Urea,75,Rice,123
105,57,46,7,1200,35,Urea,75,Rice,123
102,55,50,7.5,1500,35,Urea,75,Rice,124
85,57,60,6,1400,30,SSP,75,Rice,124
106,55,60,6,800,35,50:26:26 NPK,75,Rice,125
85,45,40,6.5,1300,25,Urea,75,Rice,123
107,60,50,7.5,1100,30,50:26:26 NPK,75,Rice,122
116,47,53,7.5,1500,35,Urea,75,Rice,124
115,55,59,6,800,35,Ammonium Sulphate,75,Rice,125
88,45,45,6.5,1100,30,Urea,75,Rice,121
91,60,45,7,1200,35,Urea,75,Rice,123
109,60,50,6.5,900,40,50:26:26 NPK,75,Rice,125
86,40,40,6,1000,25,Urea,75,Rice,123
104,50,45,7,1400,30,Urea,75,Rice,122
27,27,37,5.967410567,700,25,50:26:26 NPK,75,Rice,129
105,60,60,6,1400,30,Urea,75,Rice,124
111,50,60,6,1000,25,Urea,75,Rice,124
85,51,49,7,1200,35,Urea,75,Rice,122
114,45,44,6.5,1100,30,Urea,75,Rice,122
80,40,55,7.5,1300,25,50:26:26 NPK,75,Rice,124
84,40,40,6,1000,25,Urea,75,Rice,123
104,50,40,6.5,1500,35,50:26:26 NPK,75,Rice,124
108,60,56,6.5,900,35,Urea,75,Rice,124
91,50,60,6,1000,25,Urea,75,Rice,123
26,26,33,6.26022786,800,30,Magnesium Sulphate,75,Rice,129
93,60,40,6.5,1300,25,50:26:26 NPK,75,Rice,124
112,45,47,7,1400,30,Urea,75,Rice,123
89,45,40,6.5,1300,25,Urea,75,Rice,123
31,30,35,5.5,700,25,50:26:26 NPK,75,Rice,129
109,55,50,6,800,40,Urea,75,Rice,125
115,48,40,6.5,1500,35,50:26:26 NPK,75,Rice,124
104,60,55,6.5,900,35,Urea,75,Rice,124
90,41,49,7,1400,30,Urea,75,Rice,122
112,50,60,6,1000,25,Urea,75,Rice,124
115,40,50,6.938340457,1400,30,Sulphur,75,Rice,123
103,60,60,6,1400,30,Urea,75,Rice,124
119,55,54,6,800,40,Urea,75,Rice,126
106,60,58,6.5,900,35,Urea,75,Rice,125
29,30,30,5.5,800,30,50:26:26 NPK,75,Rice,128
105,45,40,6.5,1300,25,Urea,75,Rice,123
115,58,45,7,1200,35,Urea,75,Rice,124
92,45,50,7,1000,25,50:26:26 NPK,75,Rice,122
87,45,60,6,1400,30,50:26:26 NPK,75,Rice,123
119,50,55,7.5,1100,30,50:26:26 NPK,75,Rice,122
86,55,55,7.5,1300,25,Urea,75,Rice,123
88,40,55,7.5,1300,25,50:26:26 NPK,75,Rice,123
116,60,40,6.5,1300,25,50:26:26 NPK,75,Rice,125
90,45,50,7,1000,25,50:26:26 NPK,75,Rice,122
26,20,40,6,900,25,50:26:26 NPK,75,Rice,129
115,55,55,6,800,39,SSP,75,Rice,125
100,50,53,5.5,700,35,Urea,75,Rice,124
108,45,45,6.5,1100,30,Urea,75,Rice,122
27,27,32,5.939134909,800,30,Ferrous Sulphate,75,Rice,129
93,55,55,7.5,1300,25,Urea,75,Rice,123
104,60,40,6.5,1300,25,50:26:26 NPK,75,Rice,124
88,55,45,7,1000,25,50:26:26 NPK,75,Rice,123
86,40,55,7.5,1300,25,50:26:26 NPK,75,Rice,123
25,15,20,5.5,700,25,Urea,75,Rice,132
103,40,55,7.5,1300,25,50:26:26 NPK,75,Rice,124
113,50,50,5.5,700,35,Urea,75,Rice,124
86,45,45,6.5,1100,30,Urea,75,Rice,121
115,40,45,6.5,1500,35,50:26:26 NPK,75,Rice,125
85,60,50,7.5,1100,30,50:26:26 NPK,75,Rice,122
120,54,40,6.5,1300,25,DAP,75,Rice,124
85,53,45,7,1000,25,50:26:26 NPK,75,Rice,123
29,19,29,5.969916062,700,25,Urea,75,Rice,131
101,55,50,7.5,1500,35,Urea,75,Rice,124
101,40,60,6,1200,35,Urea,75,Rice,123
114,55,40,6.5,1100,30,Urea,75,Rice,123
97,40,40,6,1000,25,Urea,75,Rice,123
99,45,40,6.5,1300,25,Urea,75,Rice,123
110,60,60,6,1400,30,Urea,75,Rice,124
33,20,40,6,900,25,50:26:26 NPK,75,Rice,129
28,23,27,6.288597211,1000,30,Chilated Micronutrient,75,Rice,129
80,47,40,6.5,1300,25,SSP,75,Rice,123
101,60,40,6.5,1300,25,50:26:26 NPK,75,Rice,124
108,55,60,6,1200,35,50:26:26 NPK,75,Rice,124
116,55,56,6,800,38,Magnesium Sulphate,75,Rice,125
100,60,50,6.5,900,40,50:26:26 NPK,75,Rice,124
29,30,40,5.5,900,25,Hydrated Lime,75,Rice,128
82,45,45,6.5,1100,30,Urea,75,Rice,121
104,55,50,7.5,1500,35,Urea,75,Rice,124
118,40,60,6,1200,35,Urea,75,Rice,124
107,45,50,7,1000,25,50:26:26 NPK,75,Rice,123
100,55,50,6,800,40,Urea,75,Rice,124
34,21,40,5.923226146,900,25,Ammonium Sulphate,75,Rice,128
